Country,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Age,ConvertedCompYearly
India,Bachelors,7,2,Full-stack Developer,9999.0,18.0,10611.0
Germany,No bachelors,23,17,Front-end Developer,99.0,35.0,36972.0
India,Bachelors,10,9,Front-end Developer,499.0,25.0,20943.0
Other,No bachelors,17,15,Front-end Developer,99.0,35.0,91883.0
Other,Bachelors,40,26,Front-end Developer,9999.0,45.0,66716.0
Israel,Bachelors,10,5,Front-end Developer,499.0,25.0,105072.0
Other,No bachelors,6,4,Front-end Developer,99.0,25.0,27528.0
United States of America,Bachelors,6,0,Other,499.0,18.0,4000000.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,8,Full-stack Developer,9999.0,25.0,149941.0
Poland,No bachelors,7,5,Front-end Developer,499.0,25.0,17004.0
Other,No bachelors,8,4,Front-end Developer,499.0,25.0,25944.0
United States of America,No bachelors,49,47,Front-end Developer,9999.0,65.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,24,20,Front-end Developer,499.0,35.0,96945.0
France,Bachelors,10,3,Full-stack Developer,499.0,18.0,415092.0
United States of America,Bachelors,20,6,Front-end Developer,499.0,35.0,2160000.0
Other,Bachelors,3,2,Other,99.0,18.0,3108.0
Germany,No bachelors,13,6,Academic Researcher,499.0,25.0,53000.0
India,Bachelors,15,12,Front-end Developer,499.0,35.0,41885.0
Other,Bachelors,3,2,Data Scientist or ML Engr.,499.0,25.0,12972.0
Turkey,Bachelors,10,7,Front-end Developer,19.0,25.0,45360.0
Canada,No bachelors,30,27,Front-end Developer,499.0,45.0,325215.0
Germany,Bachelors,5,2,Front-end Developer,499.0,25.0,59454.0
Brazil,Post-grad,18,14,Data Scientist or ML Engr.,99.0,35.0,19236.0
United States of America,Bachelors,33,33,Full-stack Developer,499.0,55.0,230000.0
Poland,No bachelors,4,3,Data Scientist or ML Engr.,499.0,25.0,37968.0
France,Bachelors,10,8,Other,99.0,25.0,58373.0
Germany,Bachelors,8,7,Full-stack Developer,99.0,35.0,39360.0
Germany,No bachelors,24,20,Full-stack Developer,99.0,35.0,51888.0
Other,No bachelors,27,20,Other,4999.0,35.0,77831.0
Germany,No bachelors,7,0,Front-end Developer,99.0,18.0,12972.0
India,Bachelors,6,6,Full-stack Developer,499.0,25.0,11724.0
Germany,No bachelors,35,24,Front-end Developer,99.0,45.0,54049.0
Russian Federation,Bachelors,2,0,Other,499.0,18.0,8496.0
Other,No bachelors,10,3,Data Scientist or ML Engr.,499.0,25.0,32568.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,23,14,Front-end Developer,499.0,35.0,60752.0
Other,No bachelors,18,13,Front-end Developer,99.0,35.0,48036.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,10,Full-stack Developer,499.0,25.0,635952.0
Other,No bachelors,35,29,Front-end Developer,499.0,45.0,88959.0
Germany,No bachelors,9,0,Full-stack Developer,99.0,25.0,38915.0
Poland,No bachelors,10,5,Engineering Manager,4999.0,25.0,30372.0
Brazil,Bachelors,7,3,Front-end Developer,4999.0,25.0,1671024.0
India,Bachelors,8,4,Front-end Developer,499.0,25.0,15358.0
India,Bachelors,15,11,Front-end Developer,499.0,35.0,41885.0
Other,No bachelors,25,22,Front-end Developer,19.0,35.0,48644.0
Israel,Bachelors,17,10,Front-end Developer,4999.0,35.0,199632.0
United States of America,Bachelors,19,16,Full-stack Developer,1.0,35.0,84000.0
Brazil,Bachelors,6,4,Software QA,4999.0,25.0,24052.0
Spain,No bachelors,13,9,Front-end Developer,499.0,25.0,61616.0
India,Bachelors,3,1,Academic Researcher,499.0,18.0,16754.0
Switzerland,Bachelors,10,3,Front-end Developer,99.0,25.0,91488.0
United States of America,Bachelors,22,19,Front-end Developer,499.0,35.0,135000.0
Other,Post-grad,10,6,Other,19.0,25.0,54049.0
Netherlands,Bachelors,12,8,Front-end Developer,499.0,25.0,54480.0
Canada,No bachelors,6,3,Front-end Developer,499.0,25.0,36303.0
Spain,No bachelors,15,5,Front-end Developer,19.0,25.0,19452.0
India,Bachelors,5,1,Full-stack Developer,499.0,18.0,10374.0
Germany,Bachelors,25,7,Full-stack Developer,19.0,25.0,58368.0
India,Bachelors,5,2,Front-end Developer,499.0,18.0,10056.0
United States of America,Bachelors,15,3,Other,499.0,25.0,69600.0
France,No bachelors,17,15,Other,499.0,45.0,57292.0
Germany,Bachelors,20,14,Front-end Developer,4999.0,25.0,129720.0
United States of America,Bachelors,13,9,Full-stack Developer,4999.0,25.0,120000.0
Switzerland,Post-grad,2,1,Data Scientist or ML Engr.,499.0,25.0,85380.0
India,No bachelors,7,1,Full-stack Developer,499.0,25.0,4189.0
Other,No bachelors,15,11,Front-end Developer,499.0,25.0,28512.0
Other,Bachelors,6,2,Front-end Developer,19.0,25.0,66000.0
India,Bachelors,6,2,Other,99.0,25.0,3348.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,2,Full-stack Developer,9999.0,25.0,27144.0
Other,No bachelors,4,2,Full-stack Developer,499.0,25.0,23856.0
India,Bachelors,10,6,Front-end Developer,99.0,25.0,16754.0
Israel,Bachelors,25,22,Other,499.0,45.0,140088.0
United States of America,Bachelors,12,8,Front-end Developer,499.0,25.0,150400.0
Netherlands,Bachelors,10,6,Front-end Developer,499.0,25.0,75669.0
India,Bachelors,13,2,Full-stack Developer,499.0,25.0,6283.0
Canada,Post-grad,30,10,Front-end Developer,4999.0,35.0,79413.0
France,No bachelors,9,4,Front-end Developer,4999.0,25.0,44320.0
Poland,No bachelors,15,5,Front-end Developer,4999.0,25.0,33408.0
Other,Bachelors,8,5,Front-end Developer,99.0,25.0,46140.0
India,No bachelors,4,1,Front-end Developer,99.0,25.0,5585.0
Other,Bachelors,12,6,Other,499.0,25.0,25944.0
Germany,No bachelors,14,5,Front-end Developer,499.0,25.0,59454.0
Other,Bachelors,8,5,Front-end Developer,499.0,25.0,6384.0
India,Bachelors,2,1,Data Scientist or ML Engr.,19.0,18.0,83772.0
Other,Bachelors,6,0,Full-stack Developer,4999.0,25.0,14636.0
Other,Bachelors,11,3,Front-end Developer,99.0,18.0,16764.0
United States of America,Bachelors,40,20,Other,499.0,45.0,87000.0
Other,No bachelors,10,6,Front-end Developer,499.0,25.0,17616.0
Other,Bachelors,14,7,Full-stack Developer,499.0,25.0,39204.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,22,17,Full-stack Developer,499.0,35.0,84019.0
Other,Bachelors,7,3,Front-end Developer,499.0,25.0,100605.0
Germany,No bachelors,37,25,Full-stack Developer,9999.0,45.0,45396.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,25,Front-end Developer,499.0,45.0,310223.0
United States of America,Bachelors,15,10,Front-end Developer,499.0,25.0,130000.0
Other,Bachelors,7,4,Front-end Developer,99.0,25.0,9888.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,5,Front-end Developer,499.0,25.0,42656.0
Netherlands,No bachelors,14,8,Front-end Developer,99.0,25.0,61292.0
United States of America,Bachelors,8,3,Front-end Developer,499.0,25.0,107000.0
Germany,No bachelors,38,30,Other,99.0,55.0,77831.0
Other,Bachelors,11,8,Front-end Developer,99.0,25.0,49461.0
France,No bachelors,12,0,Academic Researcher,499.0,25.0,22932.0
Russian Federation,Bachelors,8,3,Front-end Developer,499.0,25.0,14340.0
Poland,No bachelors,8,5,Other,499.0,25.0,21960.0
United States of America,Bachelors,14,9,Full-stack Developer,499.0,25.0,120000.0
Germany,No bachelors,17,5,Front-end Developer,19.0,25.0,52536.0
Netherlands,No bachelors,4,6,Full-stack Developer,499.0,25.0,51887.0
Germany,Bachelors,4,4,Full-stack Developer,499.0,18.0,42156.0
United States of America,No bachelors,20,10,Data Scientist or ML Engr.,499.0,35.0,170000.0
Other,Bachelors,10,6,Front-end Developer,99.0,25.0,32568.0
Brazil,Bachelors,15,10,Front-end Developer,499.0,25.0,38942.0
Canada,Bachelors,32,28,Front-end Developer,499.0,45.0,96808.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,8,4,Full-stack Developer,99.0,25.0,71093.0
India,Bachelors,7,1,Front-end Developer,99.0,18.0,6696.0
United States of America,Bachelors,6,4,Other,9999.0,25.0,106000.0
Other,Bachelors,18,15,Front-end Developer,499.0,35.0,23060.0
Ukraine,No bachelors,4,0,Front-end Developer,499.0,18.0,6000.0
India,Bachelors,1,0,Other,499.0,18.0,2508.0
Germany,No bachelors,14,5,Front-end Developer,19.0,25.0,42804.0
United States of America,Bachelors,6,0,Front-end Developer,4999.0,18.0,61000.0
Canada,No bachelors,1,0,Front-end Developer,99.0,25.0,3214350.0
Other,No bachelors,11,4,Front-end Developer,19.0,25.0,60421.0
United States of America,No bachelors,5,0,Other,19.0,18.0,40000.0
United States of America,Bachelors,17,15,Front-end Developer,499.0,25.0,200000.0
France,No bachelors,12,9,Full-stack Developer,499.0,25.0,45401.0
Canada,Bachelors,24,20,Front-end Developer,99.0,35.0,83194.0
United States of America,Bachelors,5,3,Full-stack Developer,499.0,25.0,95000.0
India,Bachelors,10,6,Front-end Developer,499.0,25.0,25128.0
Other,No bachelors,25,19,Front-end Developer,499.0,45.0,55596.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,9,3,Full-stack Developer,499.0,18.0,82726.0
Sweden,Bachelors,5,3,Front-end Developer,99.0,25.0,44796.0
Italy,No bachelors,25,20,Full-stack Developer,499.0,35.0,32429.0
United States of America,No bachelors,45,41,Front-end Developer,4999.0,45.0,165000.0
France,No bachelors,8,6,Other,99.0,25.0,64859.0
Canada,Bachelors,11,3,Front-end Developer,499.0,25.0,43110.0
Germany,No bachelors,6,4,Other,499.0,25.0,54049.0
India,Bachelors,21,3,Other,99.0,25.0,6372.0
Other,No bachelors,5,5,Front-end Developer,499.0,25.0,42000.0
Germany,No bachelors,10,8,Front-end Developer,499.0,25.0,60535.0
Netherlands,No bachelors,24,24,Full-stack Developer,4999.0,45.0,58368.0
Other,No bachelors,14,10,Front-end Developer,499.0,25.0,37668.0
United States of America,Bachelors,34,14,Front-end Developer,499.0,35.0,95000.0
Other,Bachelors,11,6,Full-stack Developer,99.0,25.0,10992.0
United States of America,No bachelors,4,2,Other,4999.0,25.0,95000.0
United States of America,No bachelors,32,23,Front-end Developer,499.0,35.0,110000.0
Spain,Bachelors,25,20,Full-stack Developer,499.0,35.0,64859.0
United States of America,Bachelors,23,23,Front-end Developer,4999.0,35.0,149000.0
Ukraine,No bachelors,5,3,Front-end Developer,19.0,25.0,18000.0
United States of America,Bachelors,8,5,Full-stack Developer,99.0,25.0,110000.0
Germany,Bachelors,14,6,Front-end Developer,499.0,25.0,48104.0
United States of America,No bachelors,8,8,Other,19.0,45.0,80000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,8,2,SRE or Devops,499.0,18.0,43948.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,10,Data Scientist or ML Engr.,4999.0,35.0,80141.0
Other,No bachelors,9,1,Other,499.0,18.0,77832.0
United States of America,Bachelors,7,6,Full-stack Developer,499.0,25.0,90000.0
Other,Bachelors,9,2,Front-end Developer,4999.0,25.0,17100.0
United States of America,No bachelors,30,28,Front-end Developer,499.0,55.0,92500.0
Other,No bachelors,7,4,Data Scientist or ML Engr.,4999.0,25.0,34916.0
Other,No bachelors,25,20,Front-end Developer,499.0,45.0,91883.0
France,No bachelors,3,2,Front-end Developer,499.0,35.0,91484.0
United States of America,Bachelors,3,1,Data Scientist or ML Engr.,9999.0,18.0,108250.0
Canada,Bachelors,8,4,Full-stack Developer,9999.0,25.0,77522.0
United States of America,Bachelors,20,14,Front-end Developer,499.0,35.0,114000.0
Other,Bachelors,8,5,Front-end Developer,99.0,25.0,18112.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,17,7,Full-stack Developer,19.0,25.0,45241.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,7,Data Scientist or ML Engr.,99.0,35.0,64630.0
Other,No bachelors,18,15,Front-end Developer,99.0,35.0,16824.0
Switzerland,No bachelors,6,5,Full-stack Developer,499.0,18.0,75220.0
Germany,Bachelors,9,7,Front-end Developer,99.0,25.0,59454.0
Switzerland,Bachelors,5,3,Front-end Developer,499.0,25.0,87418.0
Netherlands,Bachelors,13,11,Front-end Developer,99.0,35.0,91883.0
Spain,Bachelors,6,2,Front-end Developer,499.0,18.0,20539.0
United States of America,Bachelors,7,5,Front-end Developer,99.0,25.0,122500.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,14,4,Front-end Developer,9999.0,25.0,41363.0
Other,Bachelors,9,2,Full-stack Developer,99.0,25.0,22704.0
Other,Bachelors,5,1,Data Scientist or ML Engr.,499.0,18.0,23304.0
Other,No bachelors,10,3,Front-end Developer,499.0,25.0,10680.0
Sweden,No bachelors,8,5,Full-stack Developer,99.0,25.0,54000.0
France,Post-grad,21,16,Academic Researcher,499.0,35.0,32424.0
United States of America,Bachelors,9,7,Other,99.0,25.0,200000.0
France,No bachelors,20,5,Full-stack Developer,499.0,35.0,34380.0
India,Bachelors,6,2,Software QA,499.0,25.0,5864.0
United States of America,Bachelors,11,2,Front-end Developer,19.0,25.0,53000.0
United States of America,Bachelors,38,36,Other,499.0,65.0,188000.0
Spain,No bachelors,10,6,Front-end Developer,499.0,35.0,54564.0
India,Bachelors,11,9,Data Scientist or ML Engr.,9999.0,25.0,50960.0
United States of America,No bachelors,19,15,Front-end Developer,499.0,35.0,77000.0
Germany,No bachelors,2,0,Other,99.0,25.0,58368.0
Germany,No bachelors,10,5,Full-stack Developer,4999.0,35.0,59454.0
Other,No bachelors,15,10,Front-end Developer,499.0,25.0,54000.0
Germany,Post-grad,25,6,Front-end Developer,499.0,35.0,78912.0
United States of America,No bachelors,10,5,Full-stack Developer,9999.0,25.0,75000.0
United States of America,Post-grad,31,27,Engineering Manager,499.0,55.0,84000.0
Netherlands,Post-grad,6,2,Academic Researcher,499.0,25.0,36324.0
Other,Bachelors,29,14,Front-end Developer,499.0,35.0,54480.0
Other,No bachelors,12,10,Front-end Developer,19.0,25.0,57000.0
United States of America,Bachelors,5,1,Academic Researcher,499.0,18.0,40000.0
Other,No bachelors,15,10,Front-end Developer,4999.0,25.0,46416.0
Other,Bachelors,20,15,Academic Researcher,9999.0,35.0,68844.0
Poland,No bachelors,14,7,Full-stack Developer,499.0,25.0,36444.0
Netherlands,No bachelors,17,6,Front-end Developer,19.0,25.0,53184.0
Other,Bachelors,18,18,Other,499.0,25.0,583728.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,11,Front-end Developer,9999.0,35.0,168037.0
Other,Bachelors,7,2,Front-end Developer,499.0,18.0,8880.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,9,Front-end Developer,499.0,25.0,48084.0
Switzerland,Post-grad,17,4,Academic Researcher,499.0,25.0,69121.0
Spain,Bachelors,14,8,Front-end Developer,99.0,25.0,59454.0
United States of America,No bachelors,15,15,Full-stack Developer,19.0,35.0,103724.0
United States of America,Bachelors,5,1,Full-stack Developer,9999.0,18.0,80000.0
United States of America,Bachelors,25,24,Front-end Developer,499.0,45.0,248550.0
Other,No bachelors,15,6,Front-end Developer,499.0,25.0,68000.0
United States of America,Bachelors,41,40,Front-end Developer,4999.0,25.0,115000.0
United States of America,No bachelors,30,21,Front-end Developer,1.0,35.0,120000.0
India,No bachelors,14,8,Front-end Developer,499.0,25.0,60035.0
United States of America,No bachelors,28,15,Front-end Developer,499.0,35.0,210000.0
Other,Bachelors,2,0,Other,19.0,25.0,11868.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,2,Full-stack Developer,4999.0,18.0,40070.0
Ukraine,Bachelors,3,0,Full-stack Developer,99.0,18.0,19572.0
France,No bachelors,6,3,Other,4999.0,25.0,47563.0
France,No bachelors,7,2,Full-stack Developer,4999.0,18.0,38915.0
United States of America,No bachelors,12,5,Academic Researcher,499.0,25.0,80000.0
United States of America,No bachelors,13,10,Data Scientist or ML Engr.,99.0,35.0,120000.0
Other,No bachelors,10,5,Front-end Developer,499.0,25.0,47292.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,16,12,Front-end Developer,19.0,25.0,56874.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,12,Front-end Developer,4999.0,35.0,1044.0
United States of America,Bachelors,6,1,Other,9999.0,25.0,80000.0
France,No bachelors,9,4,Front-end Developer,499.0,25.0,39768.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,4,Front-end Developer,499.0,25.0,597180.0
India,Bachelors,10,3,Front-end Developer,9999.0,18.0,16754.0
India,Bachelors,9,7,Front-end Developer,499.0,25.0,12566.0
Other,Bachelors,17,2,Front-end Developer,499.0,25.0,51888.0
Other,Bachelors,6,4,Front-end Developer,499.0,25.0,258744.0
Germany,No bachelors,40,31,Full-stack Developer,99.0,45.0,108098.0
Canada,No bachelors,12,7,Full-stack Developer,99.0,25.0,61715.0
United States of America,Bachelors,15,10,Front-end Developer,4999.0,35.0,108000.0
United States of America,Bachelors,6,1,Full-stack Developer,99.0,18.0,60000.0
United States of America,No bachelors,5,3,Full-stack Developer,499.0,25.0,41000.0
Italy,No bachelors,14,9,Full-stack Developer,99.0,25.0,16212.0
United States of America,Bachelors,24,20,Full-stack Developer,499.0,35.0,150000.0
France,No bachelors,4,2,Front-end Developer,499.0,25.0,30267.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,8,2,Front-end Developer,99.0,18.0,542892.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,12,8,Other,9999.0,35.0,46533.0
India,Bachelors,17,26,Other,99.0,35.0,83770.0
Netherlands,No bachelors,16,10,Front-end Developer,99.0,25.0,61620.0
United States of America,Post-grad,18,6,Data Scientist or ML Engr.,499.0,25.0,126750.0
Spain,Bachelors,21,12,Front-end Developer,499.0,35.0,32472.0
Canada,No bachelors,15,8,Front-end Developer,99.0,25.0,131598.0
Spain,No bachelors,15,10,Full-stack Developer,499.0,25.0,43239.0
India,Bachelors,4,4,Front-end Developer,1.0,18.0,2508.0
Israel,Bachelors,6,5,Front-end Developer,499.0,25.0,132000.0
India,Bachelors,8,3,Front-end Developer,499.0,18.0,5028.0
United States of America,No bachelors,44,36,Front-end Developer,99.0,55.0,180000.0
United States of America,Bachelors,15,5,Front-end Developer,99.0,25.0,82500.0
Germany,Bachelors,14,1,Front-end Developer,499.0,25.0,103774.0
United States of America,No bachelors,25,21,SRE or Devops,499.0,35.0,160000.0
United States of America,Bachelors,18,14,Full-stack Developer,9999.0,35.0,110000.0
Brazil,No bachelors,2,10,Front-end Developer,4999.0,35.0,35736.0
United States of America,Bachelors,34,32,Other,4999.0,45.0,145000.0
Other,No bachelors,2,1,Front-end Developer,19.0,18.0,14820.0
Other,No bachelors,30,28,Front-end Developer,499.0,45.0,44100.0
Turkey,Bachelors,25,18,Other,19.0,35.0,33528.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,7,Front-end Developer,499.0,25.0,713508.0
United States of America,Bachelors,6,2,Front-end Developer,19.0,25.0,80000.0
Netherlands,No bachelors,14,9,Front-end Developer,4999.0,25.0,124313.0
United States of America,Bachelors,25,8,Front-end Developer,499.0,25.0,580000.0
United States of America,No bachelors,38,30,Front-end Developer,99.0,45.0,140000.0
Other,Bachelors,21,18,Front-end Developer,499.0,35.0,24000.0
Italy,No bachelors,16,13,Full-stack Developer,99.0,35.0,33732.0
United States of America,Bachelors,25,8,Front-end Developer,4999.0,25.0,148000.0
United States of America,No bachelors,15,6,Full-stack Developer,499.0,25.0,110000.0
India,Bachelors,6,6,Other,499.0,25.0,17089.0
Other,Bachelors,16,11,Front-end Developer,499.0,35.0,59454.0
Other,Bachelors,6,1,Full-stack Developer,499.0,25.0,17904.0
United States of America,No bachelors,12,4,Data Scientist or ML Engr.,499.0,25.0,220000.0
United States of America,No bachelors,10,5,Other,499.0,25.0,240000.0
United States of America,Bachelors,10,0,Other,4999.0,25.0,88000.0
United States of America,No bachelors,12,3,Front-end Developer,499.0,25.0,4800000.0
Other,Bachelors,11,7,Front-end Developer,99.0,25.0,52044.0
Other,Bachelors,16,11,Other,499.0,25.0,51063.0
United States of America,Post-grad,27,15,Other,499.0,35.0,300000.0
