Country,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Age,ConvertedCompYearly
United Kingdom of Great Britain and Northern Ireland,Bachelors,4,3,Full-stack Developer,19.0,25.0,55582.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,23,16,Full-stack Developer,99.0,35.0,89189.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,5,Other,499.0,25.0,62045.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,7,Front-end Developer,19.0,25.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,2,Full-stack Developer,99.0,25.0,29472.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,5,Front-end Developer,99.0,35.0,65922.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,23,19,Full-stack Developer,99.0,35.0,103408.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,32,24,Front-end Developer,99.0,35.0,84019.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,13,7,Front-end Developer,19.0,25.0,31022.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,24,20,Front-end Developer,499.0,45.0,71739.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,18,10,Full-stack Developer,499.0,25.0,63983.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,37,10,Front-end Developer,499.0,45.0,64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,25,12,Front-end Developer,499.0,35.0,71093.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,4,Full-stack Developer,19.0,18.0,64630.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,7,5,Front-end Developer,4999.0,25.0,58167.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,21,21,Front-end Developer,99.0,45.0,93067.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,7,4,Front-end Developer,9999.0,25.0,93067.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,18,13,Full-stack Developer,99.0,35.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,9,Front-end Developer,99.0,25.0,65922.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,10,0,Other,9999.0,35.0,62045.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,21,11,Other,4999.0,35.0,139600.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,30,20,Full-stack Developer,4999.0,35.0,73678.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,16,8,Front-end Developer,4999.0,25.0,168037.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,24,Front-end Developer,99.0,45.0,142185.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,18,8,Full-stack Developer,499.0,25.0,47826.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,30,Full-stack Developer,99.0,55.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,1,Other,99.0,25.0,32315.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,6,Full-stack Developer,9999.0,25.0,51704.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,11,3,Other,499.0,25.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,26,14,Full-stack Developer,19.0,35.0,88543.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,4,0,Full-stack Developer,9999.0,18.0,71093.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,18,13,Front-end Developer,499.0,35.0,116333.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,8,Other,499.0,25.0,80787.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,6,Front-end Developer,99.0,25.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,40,30,Full-stack Developer,499.0,45.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,25,22,Full-stack Developer,4999.0,35.0,96945.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,8,Front-end Developer,99.0,25.0,142185.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,4,Full-stack Developer,99.0,25.0,56874.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,34,30,Front-end Developer,4999.0,45.0,46533.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,3,2,Full-stack Developer,99.0,25.0,49119.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,23,19,Front-end Developer,99.0,35.0,122796.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,20,4,Academic Researcher,9999.0,25.0,41363.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,0,Full-stack Developer,499.0,18.0,24172.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,29,21,Front-end Developer,499.0,45.0,64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,4,Front-end Developer,19.0,18.0,67861.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,23,10,Other,99.0,25.0,961692.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,29,25,Full-stack Developer,99.0,45.0,90482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,4,Front-end Developer,99.0,25.0,542892.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,20,12,Front-end Developer,99.0,25.0,109871.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,33,26,Other,9999.0,35.0,45241.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,4,Full-stack Developer,1.0,35.0,62040.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,36,Full-stack Developer,499.0,45.0,58167.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,3,2,Front-end Developer,99.0,18.0,30252.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,16,Front-end Developer,19.0,35.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,20,17,Front-end Developer,99.0,35.0,82212.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,7,3,Other,99.0,35.0,36193.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,35,6,Front-end Developer,499.0,35.0,155111.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,41,27,Front-end Developer,19.0,35.0,58167.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,20,13,Front-end Developer,499.0,25.0,95652.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,32,27,Front-end Developer,99.0,45.0,112456.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,8,Other,99.0,25.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,9,4,Full-stack Developer,499.0,25.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,11,Front-end Developer,499.0,35.0,72385.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,38,34,Full-stack Developer,9999.0,45.0,72385.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,5,4,Front-end Developer,9999.0,25.0,78848.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,44,40,Front-end Developer,19.0,55.0,109871.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,7,Other,499.0,25.0,139600.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,10,Full-stack Developer,99.0,25.0,155111.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,25,20,Engineering Manager,99.0,35.0,90482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,10,SRE or Devops,499.0,25.0,148648.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,10,Front-end Developer,99.0,25.0,89189.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,43,30,Other,499.0,55.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,4,3,Front-end Developer,499.0,25.0,744540.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,17,11,Front-end Developer,499.0,25.0,161574.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,44,38,Front-end Developer,19.0,55.0,744540.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,29,15,Academic Researcher,4999.0,35.0,58167.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,6,Front-end Developer,499.0,25.0,58270.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,2,Full-stack Developer,4999.0,25.0,42140.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,25,9,Other,4999.0,25.0,54289.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,20,15,Full-stack Developer,499.0,25.0,213278.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,8,Full-stack Developer,499.0,25.0,74324.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,25,15,Engineering Manager,499.0,35.0,129259.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,8,Front-end Developer,4999.0,25.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,8,Front-end Developer,499.0,25.0,58167.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,25,22,Full-stack Developer,499.0,35.0,71093.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,7,5,Full-stack Developer,19.0,25.0,589428.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,20,Full-stack Developer,99.0,45.0,58167.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,10,Full-stack Developer,99.0,45.0,63337.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,6,Full-stack Developer,19.0,25.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,30,11,Front-end Developer,19.0,35.0,85958.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,6,Full-stack Developer,4999.0,25.0,77594.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,12,Front-end Developer,499.0,45.0,73678.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,10,Front-end Developer,4999.0,35.0,245593.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,13,Front-end Developer,9999.0,35.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,19,12,Front-end Developer,99.0,35.0,96945.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,4,Front-end Developer,4999.0,18.0,27791.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,7,Front-end Developer,499.0,25.0,129259.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,12,Other,4999.0,25.0,122796.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,9,6,Other,499.0,25.0,64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,45,41,Front-end Developer,499.0,55.0,83823.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,23,20,Full-stack Developer,4999.0,45.0,77556.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,7,Data Scientist or ML Engr.,499.0,25.0,122796.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,33,Front-end Developer,99.0,55.0,72385.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,10,Front-end Developer,4999.0,25.0,90482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,9,Front-end Developer,99.0,25.0,42009.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,16,9,Full-stack Developer,99.0,25.0,142185.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,17,5,Full-stack Developer,499.0,35.0,54289.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,35,35,Front-end Developer,9999.0,55.0,109871.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,32,30,Front-end Developer,19.0,45.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,25,12,Front-end Developer,9999.0,25.0,116333.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,6,Other,99.0,25.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,7,2,Front-end Developer,4999.0,25.0,42656.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,16,11,Other,9999.0,25.0,86604.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,21,18,Front-end Developer,4999.0,35.0,58167.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,24,21,Front-end Developer,99.0,35.0,56874.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,6,Data Scientist or ML Engr.,4999.0,25.0,64630.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,20,14,Engineering Manager,99.0,35.0,118919.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,3,Front-end Developer,99.0,25.0,36613.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,11,9,Front-end Developer,9999.0,25.0,174500.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,21,10,Front-end Developer,499.0,35.0,72385.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,7,5,Full-stack Developer,19.0,25.0,71093.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,8,Other,9999.0,25.0,79961.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,1,Full-stack Developer,99.0,25.0,51704.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,21,14,Full-stack Developer,499.0,35.0,108578.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,4,3,Full-stack Developer,99.0,25.0,49119.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,12,Front-end Developer,4999.0,25.0,1023732.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,2,Full-stack Developer,4999.0,18.0,43948.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,7,3,Front-end Developer,499.0,18.0,38778.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,11,8,Front-end Developer,99.0,25.0,73400.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,32,20,Front-end Developer,4999.0,35.0,64242.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,23,7,Front-end Developer,499.0,25.0,71739.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,25,17,Full-stack Developer,499.0,35.0,90482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,8,Software QA,4999.0,25.0,84019.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,30,20,Front-end Developer,19.0,35.0,129259.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,11,10,Full-stack Developer,9999.0,25.0,698004.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,2,1,Front-end Developer,499.0,35.0,46533.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,21,21,Full-stack Developer,9999.0,35.0,87250.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,15,7,Other,99.0,25.0,54289.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,2,Full-stack Developer,19.0,18.0,428880.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,12,Front-end Developer,99.0,35.0,64630.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,33,25,Full-stack Developer,19.0,35.0,129259.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,9,Front-end Developer,99.0,25.0,77556.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,16,13,Front-end Developer,4999.0,25.0,93067.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,16,10,Front-end Developer,99.0,25.0,64630.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,23,22,Other,4999.0,45.0,56874.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,7,2,Front-end Developer,19.0,18.0,38778.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,4,Front-end Developer,499.0,18.0,868620.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,8,Full-stack Developer,99.0,25.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,20,7,Front-end Developer,499.0,25.0,62045.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,5,Front-end Developer,499.0,35.0,104700.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,40,34,Data Scientist or ML Engr.,499.0,55.0,82726.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,8,Full-stack Developer,4999.0,25.0,80141.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,5,2,Front-end Developer,99.0,25.0,56874.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,38,22,Full-stack Developer,499.0,45.0,116333.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,42,34,Other,99.0,45.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,31,23,Front-end Developer,499.0,35.0,74970.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,15,Front-end Developer,99.0,35.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,16,11,Full-stack Developer,9999.0,25.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,4,Front-end Developer,4999.0,35.0,84019.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,11,Front-end Developer,99.0,25.0,90482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,7,Front-end Developer,19.0,25.0,84019.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,25,14,Front-end Developer,99.0,35.0,48472.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,7,7,Full-stack Developer,99.0,25.0,90482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,39,26,Other,9999.0,35.0,90482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,12,11,Front-end Developer,499.0,35.0,74970.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,25,25,Full-stack Developer,99.0,45.0,64630.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,1,Software QA,99.0,25.0,42656.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,46,42,Front-end Developer,4999.0,55.0,71093.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,5,Front-end Developer,499.0,25.0,64630.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,5,Front-end Developer,99.0,25.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,33,33,Full-stack Developer,499.0,55.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,4,Other,499.0,35.0,78848.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,22,15,Front-end Developer,499.0,35.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,10,5,Front-end Developer,99.0,25.0,68507.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,4,Front-end Developer,4999.0,25.0,60752.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,44,36,Other,499.0,55.0,80141.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,20,9,Other,499.0,35.0,87896.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,39,20,Other,99.0,45.0,89189.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,2,1,Front-end Developer,4999.0,18.0,45241.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,5,Front-end Developer,99.0,18.0,34900.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,4,2,Full-stack Developer,499.0,18.0,45241.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,10,5,Other,499.0,25.0,161574.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,3,Front-end Developer,499.0,25.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,2,Other,4999.0,18.0,124089.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,6,Full-stack Developer,4999.0,25.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,4,Other,499.0,25.0,511872.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,14,5,Other,9999.0,25.0,117626.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,5,Other,4999.0,35.0,573912.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,22,10,Front-end Developer,499.0,35.0,64630.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,17,10,Full-stack Developer,19.0,25.0,84019.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,3,3,Front-end Developer,1.0,25.0,51704.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,4,3,Front-end Developer,4999.0,25.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,5,Full-stack Developer,99.0,25.0,52996.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,5,5,Other,499.0,35.0,1085784.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,35,22,Front-end Developer,99.0,35.0,77556.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,30,Full-stack Developer,4999.0,55.0,129259.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,5,5,Full-stack Developer,19.0,25.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,14,14,Front-end Developer,9999.0,35.0,126351.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,30,20,Front-end Developer,99.0,35.0,116333.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,5,Front-end Developer,4999.0,25.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,9,4,Full-stack Developer,99.0,25.0,54289.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,2,1,Front-end Developer,99.0,18.0,27924.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,23,17,Other,9999.0,35.0,96945.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,25,16,Front-end Developer,4999.0,35.0,122796.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,5,4,Full-stack Developer,9999.0,25.0,68507.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,6,Front-end Developer,19.0,25.0,36193.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,22,15,Full-stack Developer,4999.0,35.0,646297.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,5,Other,99.0,25.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,22,8,Full-stack Developer,499.0,25.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,14,8,Full-stack Developer,499.0,35.0,90482.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,8,8,Front-end Developer,499.0,25.0,58167.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,8,Full-stack Developer,99.0,45.0,42009.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,25,20,Other,4999.0,35.0,73678.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,15,9,Full-stack Developer,499.0,25.0,63983.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,25,Full-stack Developer,4999.0,45.0,62691.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,3,2,Front-end Developer,19.0,25.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,10,Full-stack Developer,499.0,25.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,45,34,Academic Researcher,9999.0,55.0,63337.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,7,Front-end Developer,99.0,25.0,1163340.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,30,20,Front-end Developer,19.0,35.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,3,2,Front-end Developer,99.0,25.0,96945.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,7,Full-stack Developer,4999.0,25.0,101339.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,40,17,Front-end Developer,19.0,45.0,1163340.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,11,5,Software QA,99.0,25.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,24,13,Front-end Developer,4999.0,35.0,840186.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,6,1,Other,4999.0,18.0,41363.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,6,3,Full-stack Developer,99.0,18.0,33607.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,33,19,Full-stack Developer,4999.0,35.0,103408.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,19,16,Front-end Developer,499.0,25.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,14,3,Full-stack Developer,99.0,25.0,49119.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,15,9,Front-end Developer,4999.0,25.0,54289.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,10,7,Full-stack Developer,4999.0,35.0,51445.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,35,20,Front-end Developer,9999.0,45.0,87896.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,14,0,Other,99.0,18.0,38778.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,32,22,Front-end Developer,9999.0,35.0,52996.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,21,21,Front-end Developer,99.0,35.0,81433.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,2,1,Full-stack Developer,19.0,35.0,41363.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,6,Front-end Developer,4999.0,35.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,40,23,Other,499.0,45.0,64630.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,25,20,Full-stack Developer,499.0,35.0,112456.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,25,12,Full-stack Developer,99.0,35.0,64630.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,25,15,Full-stack Developer,19.0,25.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,4,2,Full-stack Developer,99.0,35.0,69800.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,20,14,Data Scientist or ML Engr.,9999.0,35.0,129259.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,33,18,Other,99.0,35.0,90146.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,18,8,Full-stack Developer,499.0,35.0,40070.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,9,7,Full-stack Developer,499.0,35.0,78848.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,13,10,Front-end Developer,4999.0,25.0,77556.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,22,18,Academic Researcher,4999.0,35.0,51704.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,22,15,Full-stack Developer,19.0,35.0,651468.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,8,4,Other,4999.0,25.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,17,13,Front-end Developer,99.0,25.0,59459.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,8,Full-stack Developer,19.0,25.0,49119.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,17,13,Front-end Developer,499.0,35.0,81433.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,10,Front-end Developer,99.0,25.0,90000.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,5,3,Other,499.0,35.0,62045.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,17,7,Front-end Developer,9999.0,25.0,98237.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,12,8,Front-end Developer,9999.0,25.0,54935.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,9,6,Full-stack Developer,19.0,25.0,51704.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,16,16,Front-end Developer,499.0,35.0,84019.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,18,8,Full-stack Developer,499.0,25.0,41363.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,18,0,Other,99.0,25.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,14,10,Other,499.0,25.0,72191.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,9,7,Full-stack Developer,99.0,25.0,47826.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,2,0,Other,99.0,35.0,42009.0
United Kingdom of Great Britain and Northern Ireland,No bachelors,9,0,Full-stack Developer,4999.0,25.0,54289.0
United Kingdom of Great Britain and Northern Ireland,Post-grad,3,2,Front-end Developer,4999.0,35.0,33607.0
United Kingdom of Great Britain and Northern Ireland,Bachelors,23,17,Full-stack Developer,499.0,35.0,1240896.0
